"Time"	xylR	arcA	lldR	betI	lldD	betT	betA	lldP	betB	ydeA	puuR	puuD	fadJ	appA	ackA	puuA	hybD	rpsJ	ssb	rplC
200	0.3132277	0.3236183	0.0815136	0.8931213	0.7966840	0.0274182	0.5215568	0.2684013	0.1425144	0.8630204	0.4642863	0.0086499	0.0327863	0.3104953	0.7299308	0.0261878	0.0909019	0.0504942	0.8742134	0.6199509
250	0.2490005	0.2948334	0.0846910	0.9791926	0.8176602	0.0209383	0.5480596	0.3750037	0.1236926	0.9714090	0.5440624	0.0131513	0.0352441	0.2270581	0.7001074	0.0348027	0.1125106	0.0409711	0.9005679	0.7475689
300	0.1551706	0.2545087	0.0895742	0.9307358	0.8076125	0.0223251	0.6496125	0.4035652	0.1185111	0.8753097	0.5336792	0.0124387	0.0425353	0.1724401	0.6478490	0.0661784	0.0918761	0.0266033	0.9998263	0.8337759
350	0.1115277	0.3157127	0.1041441	0.8990281	0.7781008	0.0278350	0.7138432	0.4715529	0.0802401	0.9209367	0.5211033	0.0119894	0.0602230	0.1628891	0.5805102	0.0721685	0.0975812	0.0339940	0.9541583	0.8618863
400	0.1185690	0.2062001	0.0880441	1.0415323	0.8967529	0.0162555	0.6332530	0.4966104	0.1167654	0.9144715	0.6061665	0.0221105	0.0456975	0.1158081	0.4604348	0.0662444	0.1246792	0.0154979	0.9511656	0.8463750
450	0.0962761	0.2422836	0.0854806	0.9725962	0.8428708	0.0224924	0.8280703	0.4649336	0.1247924	0.9557751	0.7464509	0.0239101	0.0348928	0.1050902	0.3720435	0.1091190	0.0977515	0.0072486	1.0268600	0.8339401
500	0.0861643	0.2415657	0.1089241	1.0449789	0.7982190	0.0257203	0.8494138	0.5531518	0.1566050	1.0653119	0.7138513	0.0261527	0.0451108	0.0812474	0.3524638	0.1468036	0.1194182	0.0057005	1.1205491	0.7864404
550	0.1162613	0.4543125	0.4569025	0.9960932	0.8691738	0.0249322	0.7043194	0.4637917	0.1273494	0.9544386	0.6046450	0.0653349	0.0390715	0.0905014	0.4238566	0.1075423	0.3892563	0.2142899	1.1043901	0.8119738
600	0.1561409	0.8425336	0.6452275	0.8687772	0.6183797	0.0180640	0.5513866	0.3739464	0.0964995	0.8662192	0.4917403	0.0991033	0.0353201	0.2148151	0.5864330	0.0494257	0.5163539	0.4289144	0.9259703	0.7758763
650	0.3849253	0.9247683	0.5921319	0.5946989	0.4767401	0.0187424	0.4180677	0.3310842	0.0993321	0.5256967	0.4313364	0.0864160	0.0276743	0.3375949	0.7621176	0.0203091	0.4567178	0.4621302	0.5531347	0.5780189
700	0.5145780	0.9502009	0.4891567	0.4847676	0.4661420	0.0150368	0.3432415	0.2257554	0.0775464	0.3085986	0.2714374	0.0595341	0.0222700	0.3850090	0.8186938	0.0274688	0.3428552	0.5026987	0.4092105	0.5237522
750	0.5502540	0.9583182	0.6182245	0.4270767	0.5139711	0.0097849	0.2934220	0.1979513	0.1254357	0.2509106	0.2620694	0.0694554	0.0267325	0.4138074	0.9733997	0.0157785	0.2839883	0.4388588	0.3928363	0.4941768
800	0.5794252	0.9629237	0.4778828	0.3611088	0.4311889	0.0142218	0.2723799	0.2071095	0.1843384	0.2121945	0.2222723	0.0405785	0.0272743	0.4911969	0.9116712	0.0234879	0.2811037	0.4571075	0.2808940	0.4182813
850	0.6402809	0.9631347	0.4647540	0.3648415	0.4656414	0.0288313	0.2587241	0.1962217	0.2034339	0.2272895	0.2361456	0.0417461	0.0288248	0.4735745	0.9091588	0.0188153	0.2095663	0.4831038	0.3277830	0.3970415
900	0.7225810	0.9641443	0.4941014	0.3425921	0.3594454	0.0165773	0.2473716	0.1303549	0.1965541	0.1613404	0.2140152	0.0517541	0.0390637	0.5125519	0.8873683	0.0172535	0.2383780	0.4949306	0.2313967	0.4364017
950	0.7135082	1.0603886	0.4564868	0.3204619	0.4591722	0.0265177	0.2311500	0.1815218	0.1968268	0.1997075	0.2147041	0.0485803	0.0537408	0.5436743	0.9790284	0.0372370	0.2362442	0.4603123	0.1973453	0.4422367
1000	0.7327544	1.0408352	0.4195523	0.2850334	0.3594929	0.0348120	0.2955512	0.1684591	0.2138844	0.1557491	0.2573331	0.0388266	0.0293570	0.5761732	1.0061914	0.0325629	0.2194012	0.4713588	0.1741904	0.4020504

0	0.7548896	1.0013897	0.4539938	0.2973369	0.4420488	0.0391128	0.3031300	0.1747760	0.2834398	0.1889376	0.2215246	0.0263215	0.0455548	0.6019253	0.9735948	0.0301330	0.2728275	0.4877671	0.2104629	0.4673707
50	0.8368271	0.9157931	0.2748396	0.1994966	0.3917095	0.0408253	0.2319155	0.1351343	0.2219872	0.1147306	0.1386422	0.0349831	0.0316739	0.6873108	0.9868306	0.0293507	0.1742938	0.4286430	0.0979441	0.3712169
100	0.7685329	0.7371419	0.1739064	0.1719965	0.3770227	0.1099679	0.1937846	0.1454396	0.2747218	0.0734043	0.1605487	0.0177018	0.0189044	0.7902264	1.0390968	0.0218034	0.1616833	0.4872457	0.1322713	0.3855927
150	0.6794544	0.6391331	0.1655546	0.2858003	0.4506123	0.1573939	0.2153479	0.1964436	0.2036528	0.0666903	0.1402411	0.0280200	0.0088614	0.7962681	0.9844332	0.0254005	0.1787814	0.5012515	0.2262027	0.4376163
200	0.6035133	0.6329630	0.2029861	0.4132699	0.4988216	0.1093089	0.2532957	0.2039444	0.2089798	0.0734201	0.1897191	0.0550986	0.0054667	0.7675290	0.9710361	0.0229035	0.1741280	0.5282810	0.2224277	0.5164226
250	0.4604557	0.6166197	0.1519305	0.4414317	0.5464955	0.0669268	0.1988930	0.1565083	0.2172621	0.0866676	0.2186746	0.0583004	0.0001823	0.7319869	0.9461428	0.0315279	0.1668283	0.5197318	0.2793433	0.5423518
300	0.4397167	0.6164284	0.1772704	0.4158211	0.4407751	0.0571107	0.2030122	0.2169230	0.1702808	0.0794747	0.2375526	0.0649436	0.0037534	0.7854731	0.8530520	0.0380363	0.2487124	0.5670012	0.2599762	0.5588863
350	0.4169266	0.6067709	0.1574534	0.3762529	0.5834034	0.0385161	0.2234520	0.2269259	0.1925593	0.0551355	0.2377655	0.0484788	0.0000835	0.7637826	0.8904400	0.0302967	0.2311457	0.5714485	0.3291355	0.5917904
400	0.3868086	0.6534637	0.1350060	0.4454147	0.6037114	0.0425243	0.1871009	0.2804321	0.2106747	0.0430589	0.2745664	0.0786273	0.0005779	0.7521957	0.8190722	0.0358132	0.2697153	0.5780597	0.2777215	0.6801389
450	0.4029814	0.5993685	0.1427073	0.5223048	0.6422637	0.0497849	0.2129009	0.2172968	0.1929399	0.0520132	0.2462557	0.0872882	0.0000000	0.7526489	0.9765216	0.0211202	0.2960313	0.6072430	0.2649946	0.5588852
500	0.3953121	0.6731264	0.1705712	0.5312786	0.6095832	0.0342769	0.2133332	0.2321131	0.1452403	0.0767839	0.2545917	0.0592328	0.0000000	0.7888183	0.9424289	0.0115477	0.2452700	0.6390257	0.3108745	0.5025696
550	0.4229677	0.7858373	0.3725601	0.5338250	0.5357003	0.0355444	0.2597193	0.2054930	0.1665907	0.2183671	0.2828751	0.0685261	0.0064485	0.6531505	0.9820776	0.0113419	0.3232271	0.5989675	0.4064159	0.5154857
600	0.5633955	0.9391933	0.4815200	0.4693355	0.5190399	0.0247099	0.3465230	0.1773286	0.1482618	0.3332676	0.2342998	0.0541412	0.0208470	0.5826396	1.0147498	0.0198353	0.3002565	0.5044314	0.4416114	0.5656298
650	0.6406773	1.0452221	0.4289628	0.3385837	0.4617539	0.0214139	0.3359241	0.1422761	0.1500791	0.2303439	0.2061333	0.0615773	0.0469211	0.5203569	0.9344430	0.0230457	0.2564547	0.4911969	0.3710523	0.4800228
700	0.7150217	0.9649373	0.4576988	0.3024799	0.4309069	0.0389039	0.2876542	0.2136061	0.1815040	0.1889657	0.2102352	0.0349156	0.0658243	0.5751353	0.9472030	0.0155197	0.2495386	0.5758980	0.2995631	0.4468693
750	0.7699043	0.9452374	0.5177939	0.2920002	0.4132176	0.0488755	0.3411007	0.2100814	0.2231283	0.1771626	0.1927395	0.0307451	0.0400382	0.5591366	0.8547655	0.0174965	0.2674485	0.5087940	0.2537453	0.4509787
800	0.7542022	0.9852200	0.5061171	0.2807189	0.4098799	0.0519488	0.2958545	0.2114303	0.2866285	0.2225253	0.1966151	0.0299384	0.0448871	0.5179321	0.9046065	0.0241152	0.3235540	0.5514157	0.2430358	0.4561120
850	0.6850930	1.0184614	0.4559689	0.2570145	0.4355703	0.0380183	0.3403673	0.2179696	0.3351984	0.1882728	0.1895679	0.0379411	0.0628966	0.5948166	0.9937272	0.0182667	0.2419163	0.5507196	0.1821100	0.3991387
900	0.7232645	1.0118255	0.5137265	0.2805910	0.4298012	0.0416424	0.3360083	0.2344827	0.2848758	0.1693013	0.2292620	0.0361262	0.0506015	0.6002002	0.9931545	0.0341236	0.1819025	0.5627499	0.2119978	0.3332203
950	0.7334128	0.9394204	0.5251231	0.2916902	0.4381212	0.0499564	0.3173438	0.2299481	0.2692416	0.2383151	0.2632766	0.0252341	0.0461797	0.6082416	0.9707686	0.0283296	0.2358060	0.5487121	0.2348469	0.3970842
1000	0.8100120	1.0416747	0.5544373	0.3499703	0.3368175	0.0284482	0.3069677	0.2011629	0.2260536	0.1952630	0.2354362	0.0330219	0.0433500	0.5992628	0.9978371	0.0154229	0.2734074	0.5812337	0.2966880	0.4494775

0	0.7548896	1.0013897	0.4539938	0.2973369	0.4420488	0.0391128	0.3031300	0.1747760	0.2834398	0.1889376	0.2215246	0.0263215	0.0455548	0.6019253	0.9735948	0.0301330	0.2728275	0.4877671	0.2104629	0.4673707
50	0.8621956	0.8815344	0.4461336	0.1974524	0.3917897	0.0650967	0.3530019	0.1391618	0.2809635	0.1776893	0.2819409	0.0472364	0.0311564	0.5910627	0.9214023	0.0042326	0.1875997	0.4651448	0.2779728	0.3960123
100	0.7373920	0.6543679	0.4847457	0.1790436	0.2998177	0.1089355	0.4010604	0.0776635	0.2319110	0.1316356	0.2471126	0.0499396	0.0464637	0.5052971	0.8990863	0.0032831	0.2424165	0.5101221	0.3927918	0.4213824
150	0.6001959	0.5338092	0.7040155	0.2123746	0.3621016	0.2230465	0.4453944	0.0786790	0.2814975	0.2125711	0.3270869	0.0597483	0.0493623	0.5329769	0.8895515	0.0006199	0.3420760	0.5826831	0.5782317	0.4953080
200	0.4812266	0.4910255	0.7234503	0.3063352	0.3148294	0.1747652	0.4393364	0.0939308	0.3100773	0.3540618	0.3876546	0.0811922	0.0295421	0.5298169	0.9461621	0.0004856	0.3705418	0.6350169	0.7193076	0.6380920
250	0.3653650	0.4785461	0.7050949	0.3261211	0.3021063	0.1605747	0.4555757	0.0976007	0.2593505	0.3984281	0.4160160	0.0804163	0.0483173	0.4068222	0.8949731	0.0011656	0.4030342	0.6488833	0.7594969	0.7140651
300	0.2865596	0.4642154	0.9088614	0.3577163	0.3677735	0.1224455	0.5135547	0.1130132	0.2555989	0.4467992	0.4852441	0.0865942	0.0447168	0.3894398	0.7757713	0.0006560	0.5007085	0.6951526	0.8105700	0.7016332
350	0.2848782	0.5083959	0.7713012	0.3148404	0.4148279	0.0829108	0.5055079	0.1431245	0.2386595	0.5148539	0.4451579	0.0831012	0.0479636	0.3662771	0.7754748	0.0020008	0.4944393	0.7221539	0.9546956	0.7337197
400	0.2323860	0.5066652	0.7624390	0.3402761	0.3304199	0.1073965	0.5245159	0.1244603	0.2347731	0.4575769	0.4436532	0.0727350	0.0526057	0.3132945	0.8075562	0.0028843	0.4488138	0.7022567	0.9262848	0.6403946
450	0.2454408	0.4834123	0.8312009	0.3436448	0.3881969	0.0737182	0.4947280	0.1116434	0.2215397	0.5051757	0.4480091	0.0656033	0.0326094	0.3628098	0.8709264	0.0004569	0.5518544	0.6860305	0.8155193	0.6892115
500	0.2072256	0.4748890	0.9128814	0.3918816	0.3689646	0.0553174	0.5224155	0.1574483	0.2024107	0.4463973	0.4789746	0.0838322	0.0382444	0.3430367	0.8012854	0.0043731	0.5442669	0.7349872	0.9341009	0.7206517
550	0.2087904	0.6466605	0.8309201	0.5917585	0.4966875	0.0573034	0.5518454	0.4558861	0.2450026	0.6411403	0.4582664	0.0854858	0.0378106	0.2881606	0.8817063	0.0148680	0.6067763	0.7309854	0.8693542	0.7218986
600	0.2994532	0.8258339	0.7344633	0.6167615	0.5483575	0.0361915	0.4774542	0.4990045	0.1836238	0.6484232	0.3102267	0.0601273	0.0478484	0.3110406	0.9056232	0.0193176	0.4853273	0.7157214	0.7371989	0.6888423
650	0.4311088	0.9328535	0.5526834	0.5783891	0.4988943	0.0172874	0.3774398	0.4294646	0.1616259	0.5166139	0.2783367	0.0633305	0.0350259	0.3806854	0.9048725	0.0169901	0.3967442	0.6129664	0.5322814	0.5203046
700	0.5782516	0.9343052	0.5559383	0.4380551	0.4646022	0.0319725	0.2768683	0.3717546	0.1478481	0.3692202	0.2789073	0.0384259	0.0550378	0.4571185	0.8785501	0.0193786	0.2961010	0.5491170	0.4099806	0.4566216
750	0.6317232	0.9476694	0.5003779	0.4296377	0.4406897	0.0242204	0.2944964	0.2584608	0.1984855	0.2891664	0.2181823	0.0534140	0.0407744	0.4877673	0.9209097	0.0287215	0.3257763	0.5719745	0.3411963	0.4540703
800	0.7453577	0.9831491	0.5301289	0.4130626	0.4087395	0.0176217	0.2483964	0.2753567	0.1560880	0.2170161	0.1873156	0.0509277	0.0384010	0.5115830	0.9477012	0.0389659	0.2664279	0.5701730	0.2957570	0.3934327
850	0.8367798	0.9370642	0.4361584	0.3502754	0.4151820	0.0418883	0.2828356	0.1894655	0.2221654	0.2069701	0.1751614	0.0429859	0.0486118	0.6322295	0.9667898	0.0204855	0.2587735	0.5349024	0.3202734	0.3993191
900	0.7554894	0.9018844	0.5233793	0.3756837	0.3914660	0.0379892	0.3347519	0.2312195	0.2239482	0.2044745	0.1595442	0.0433274	0.0450472	0.5656404	1.0126498	0.0178335	0.3148876	0.5394780	0.2475718	0.4320664
950	0.7335429	0.8745407	0.5052325	0.4167705	0.3592562	0.0249663	0.3551340	0.2082350	0.1921073	0.2113033	0.1999343	0.0368779	0.0438963	0.5271243	0.9912255	0.0152816	0.2750788	0.5059551	0.2752744	0.3612181
1000	0.7514765	0.8544663	0.4675185	0.4259825	0.4418278	0.0265711	0.3635717	0.1838004	0.1380099	0.2380256	0.2821983	0.0382760	0.0515041	0.5595319	0.9703905	0.0198234	0.2896352	0.5111581	0.3540136	0.3871437

0	0.7548896	1.0013897	0.4539938	0.2973369	0.4420488	0.0391128	0.3031300	0.1747760	0.2834398	0.1889376	0.2215246	0.0263215	0.0455548	0.6019253	0.9735948	0.0301330	0.2728275	0.4877671	0.2104629	0.4673707
50	0.7421357	0.9329224	0.3758720	0.1855589	0.3776512	0.0860803	0.2988809	0.1644299	0.2814539	0.1926083	0.1672834	0.0439928	0.0406208	0.6291480	0.9597269	0.0212301	0.2387049	0.4490061	0.1928191	0.3939724
100	0.7420132	1.0464528	0.2593833	0.2460393	0.4083030	0.1048766	0.2658602	0.1342250	0.2505296	0.2184863	0.1975863	0.0211526	0.0243765	0.6045078	1.0120259	0.0329755	0.2198049	0.4268362	0.1956858	0.4232117
150	0.6967514	0.9988850	0.1721500	0.3075518	0.3010674	0.0678172	0.2450995	0.1454107	0.3095427	0.2044131	0.1898684	0.0195691	0.0168313	0.5094656	1.0379030	0.0268704	0.2581130	0.5344479	0.2357751	0.4187106
200	0.6202814	1.1030986	0.1801698	0.2951260	0.3986314	0.0569676	0.2749885	0.1486546	0.3183155	0.2461177	0.1327564	0.0139071	0.0010390	0.4862529	0.9535715	0.0277316	0.2883168	0.5211418	0.1671928	0.4266946
250	0.6455344	1.0242043	0.1660209	0.3069876	0.3258682	0.0509970	0.2642993	0.1180868	0.2476035	0.1973496	0.1753416	0.0187619	0.0000719	0.5213421	0.9629411	0.0397158	0.2099850	0.4788323	0.1796970	0.4045501
300	0.7766596	0.9350450	0.1694322	0.2768740	0.3615309	0.0446246	0.2129041	0.1590566	0.2965990	0.2001741	0.1794462	0.0296475	0.0000000	0.5562097	0.9978303	0.0376816	0.2159616	0.4596464	0.1631965	0.4415768
350	0.8251569	0.9417508	0.1621334	0.3224946	0.4091854	0.0357390	0.2688152	0.1422798	0.2883769	0.2498640	0.2431865	0.0364395	0.0016503	0.4943368	0.8970660	0.0323469	0.2404110	0.4940528	0.2322432	0.4884130
400	0.7947413	1.0417346	0.1557501	0.3073698	0.3899248	0.0256988	0.2375895	0.1406713	0.2992132	0.2244463	0.2253768	0.0384915	0.0020572	0.5632862	0.9911159	0.0356518	0.2894838	0.5062444	0.2884711	0.4517331
450	0.7558904	0.9987787	0.1584554	0.2716148	0.3811039	0.0314009	0.2164774	0.0984282	0.2448049	0.1788145	0.1848709	0.0406898	0.0034582	0.5543990	1.0126616	0.0297513	0.2260924	0.4519388	0.2968892	0.4064196
500	0.7679736	1.0340320	0.1748120	0.3095949	0.4039947	0.0433871	0.2966273	0.1431629	0.2532085	0.1661023	0.1824951	0.0442827	0.0005641	0.5773497	0.9238959	0.0073058	0.2131397	0.4477928	0.2088909	0.3708535
550	0.6480524	1.1246728	0.3233788	0.2893839	0.4208176	0.0567069	0.2619665	0.0919441	0.2158875	0.1579189	0.1847905	0.0389852	0.0198100	0.5441827	0.8344697	0.0152489	0.2164022	0.4682345	0.1727840	0.4099459
600	0.7086113	1.0217043	0.3977571	0.3141128	0.3656281	0.0630073	0.3062893	0.1197418	0.2429127	0.1582002	0.1701996	0.0458679	0.0324614	0.5769879	0.8068816	0.0140688	0.2118155	0.4882267	0.1920867	0.4107833
650	0.6851756	0.8804309	0.4741639	0.3222104	0.3992838	0.0417494	0.2500196	0.1793808	0.2086824	0.1680458	0.1654810	0.0363235	0.0269306	0.5899941	0.9536324	0.0260108	0.2311411	0.4401202	0.1997696	0.4274824
700	0.7138384	0.9038687	0.5136340	0.3503643	0.4128525	0.0611388	0.3284447	0.1938203	0.2218049	0.2656482	0.1457451	0.0308044	0.0601580	0.5319820	0.8974323	0.0201167	0.2983509	0.5047150	0.2872910	0.4101688
750	0.7364883	0.9536174	0.4529420	0.3484489	0.4359553	0.0454433	0.3215956	0.1509376	0.2438508	0.2582858	0.1802387	0.0380230	0.0568516	0.5100473	0.8605521	0.0171038	0.2546567	0.4733901	0.3288875	0.4424720
800	0.7311088	0.9444339	0.5404182	0.3965149	0.3841337	0.0295502	0.3026952	0.2145268	0.2098867	0.2580617	0.2061197	0.0578436	0.0343267	0.4567290	0.9658123	0.0176720	0.2614025	0.5498531	0.3119245	0.4764539
850	0.6967021	1.0117802	0.5333674	0.4035534	0.3918358	0.0194271	0.2616912	0.2218318	0.1918495	0.2641327	0.1986044	0.0386256	0.0649817	0.5444762	0.9640723	0.0262104	0.2572357	0.5482787	0.2768303	0.4511800
900	0.7177181	0.9121015	0.5095341	0.3562200	0.3962066	0.0338249	0.3137838	0.2404463	0.1929258	0.2220686	0.2213199	0.0305348	0.0352456	0.5367488	0.9987387	0.0108843	0.2594031	0.6032848	0.2523136	0.4598561
950	0.7250043	0.9326180	0.5706448	0.3219256	0.4237109	0.0326522	0.2844395	0.2107724	0.2182282	0.2026616	0.2162474	0.0354815	0.0641203	0.5748697	1.0390169	0.0043272	0.2384028	0.5805809	0.2198963	0.4142357
1000	0.6615828	1.0176517	0.5597843	0.3038999	0.4301304	0.0338429	0.3138759	0.2365342	0.2518125	0.1984962	0.2128729	0.0276955	0.0311148	0.5385737	1.0261664	0.0117491	0.2275322	0.5798959	0.3326644	0.4287715

0	0.7548896	1.0013897	0.4539938	0.2973369	0.4420488	0.0391128	0.3031300	0.1747760	0.2834398	0.1889376	0.2215246	0.0263215	0.0455548	0.6019253	0.9735948	0.0301330	0.2728275	0.4877671	0.2104629	0.4673707
50	0.7253910	0.9817687	0.5061569	0.2210895	0.3952763	0.0417816	0.2577358	0.1604248	0.1610588	0.1703787	0.1797622	0.0185102	0.0495215	0.6094167	1.0115307	0.0250844	0.2548959	0.4837939	0.0894532	0.3780393
100	0.7195373	0.7054405	0.5826370	0.2863882	0.4103563	0.0746475	0.1313141	0.1284105	0.0607268	0.2451993	0.2116201	0.0239419	0.0317252	0.5061328	0.9861251	0.0123788	0.2520776	0.4103483	0.0365861	0.3978524
150	0.6609861	0.5858012	0.5483753	0.5491159	0.4867213	0.0635964	0.0713450	0.1788912	0.0239089	0.4655891	0.3016968	0.0554806	0.0307991	0.4681434	1.0034044	0.0052765	0.3468891	0.5128322	0.0617192	0.4665296
200	0.5759011	0.5022429	0.7185151	0.7436226	0.5236964	0.0271024	0.0932195	0.2163828	0.0069302	0.7083740	0.3634095	0.0669453	0.0227150	0.4000756	0.9365517	0.0019834	0.4716531	0.5694518	0.0894473	0.5036699
250	0.4596241	0.4922772	0.6588051	0.8065209	0.4945414	0.0335965	0.0924620	0.2325302	0.0037112	0.7764659	0.4502396	0.0910705	0.0300243	0.4127490	0.9706451	0.0022854	0.5439744	0.6145062	0.1138316	0.5595311
300	0.3524835	0.4892372	0.7746087	0.8843546	0.5251209	0.0276811	0.0754605	0.2270817	0.0000358	0.7874382	0.4255304	0.0863920	0.0386352	0.3113041	0.9283094	0.0022261	0.5472127	0.6698404	0.0902066	0.5909671
350	0.3098896	0.5070961	0.8165129	0.9378703	0.5178588	0.0086350	0.1032796	0.3023950	0.0004555	0.8751338	0.3889649	0.0551944	0.0344409	0.3364690	0.9958479	0.0019912	0.6560870	0.6685651	0.1230970	0.7142430
