"Time"	xylR	arcA	lldR	betI	lldD	betT	betA	lldP	betB	ydeA	puuR	puuD	fadJ	appA	ackA	puuA	hybD	rpsJ	ssb	rplC
250	1.0434663	1.0389888	0.4123633	0.1238096	0.0584011	0.4055833	0.0499202	0.1826395	0.2954435	0.0588989	0.1389065	0.0428976	0.0008539	0.6546690	0.9386557	0.0228698	0.0689086	0.4619364	0.0980989	0.3500466
300	0.9842780	0.9884291	0.3577389	0.1191618	0.0711896	0.4044535	0.0537170	0.1910759	0.3414280	0.0847129	0.1262929	0.0340458	0.0002776	0.6011250	1.0089735	0.0110472	0.0635828	0.3994506	0.1917449	0.4042603
350	1.0237657	1.0164897	0.4041624	0.0911198	0.0716169	0.4819776	0.0500547	0.1277131	0.3063410	0.0928282	0.1568866	0.0380331	0.0000000	0.7023704	0.9837799	0.0152313	0.1123679	0.4259599	0.2341765	0.4067483
400	1.0182559	0.9431665	0.4710071	0.1160191	0.0807815	0.5849759	0.0430217	0.1477638	0.3044169	0.0803467	0.2142809	0.0384133	0.0000080	0.7081458	1.0206920	0.0244455	0.0939295	0.4848077	0.2443919	0.3790299
450	0.9816150	1.0156676	0.4548576	0.1335610	0.0879756	0.5265432	0.0451469	0.2043899	0.3735267	0.0958975	0.2218907	0.0274381	0.0017232	0.6630034	1.0738427	0.0181796	0.0990806	0.4931335	0.2227206	0.4402265
500	0.9651028	0.9991734	0.5066128	0.1176766	0.0590499	0.4418496	0.0510959	0.2580803	0.3819294	0.0875124	0.2420804	0.0308092	0.0005096	0.6463920	0.9466035	0.0169340	0.0929211	0.4642046	0.1876614	0.4751505
550	0.8290234	1.0085164	0.5422137	0.2295331	0.2831685	0.3201286	0.2293307	0.1733858	0.3847529	0.1554637	0.2335614	0.0306138	0.0288878	0.6399932	1.0270210	0.0437877	0.1500977	0.4413156	0.1965123	0.4707760
600	0.8563488	1.0371800	0.4552768	0.2536265	0.4654402	0.1974766	0.2980619	0.1985181	0.3794745	0.1625055	0.2101132	0.0361189	0.0645326	0.5204012	1.0085206	0.0344523	0.2020950	0.4627292	0.2060575	0.4483183
650	0.8335573	1.0190474	0.5127347	0.2433468	0.3436247	0.1401919	0.3692276	0.1764861	0.2703102	0.2039112	0.2239396	0.0314494	0.0361315	0.5256545	1.0035496	0.0359266	0.2005689	0.4799381	0.2139002	0.4052557
700	0.8543399	0.9399748	0.4443789	0.2788053	0.4671726	0.0890472	0.4009157	0.2034522	0.3522597	0.1796403	0.1953592	0.0572668	0.0623780	0.6022874	0.9687512	0.0152331	0.2258452	0.4454240	0.1931710	0.4549410
750	0.8549858	1.0400665	0.5072302	0.2539201	0.4286963	0.0517528	0.4011322	0.2252692	0.3275823	0.1892214	0.1193572	0.0494862	0.0430201	0.5600897	0.9879876	0.0356317	0.2191135	0.4443903	0.2726760	0.4354772
800	0.8202095	0.8832030	0.4848339	0.2735114	0.3783293	0.0403325	0.3594185	0.2352519	0.2515441	0.2086800	0.1794558	0.0343776	0.0496838	0.4898307	1.0418454	0.0404678	0.2134571	0.4644345	0.2058028	0.3993758
850	0.7230218	0.9958163	0.5052139	0.2666422	0.3972882	0.0494343	0.3127504	0.1904549	0.2544704	0.2438459	0.1825419	0.0448232	0.0462226	0.5010302	1.0472966	0.0131438	0.2385315	0.4865810	0.1911319	0.3978987
900	0.7556161	1.0049005	0.5375480	0.2812225	0.3664546	0.0479199	0.2890961	0.2110092	0.2362682	0.1813242	0.2158993	0.0390302	0.0205700	0.4990620	0.9759092	0.0263350	0.2070923	0.4014886	0.2708654	0.3750540
950	0.7842393	1.0412248	0.4709799	0.2932298	0.4440866	0.0532635	0.2964946	0.2577351	0.2271607	0.2053750	0.2467065	0.0439866	0.0335835	0.5290697	0.9817162	0.0385981	0.2602217	0.4272125	0.2283891	0.4252699
1000	0.7590830	1.1337257	0.4316393	0.2585137	0.3669635	0.0420242	0.3202584	0.1878511	0.3081749	0.1948325	0.2178933	0.0414622	0.0457483	0.5438860	0.9906464	0.0513760	0.2134394	0.4741792	0.1787180	0.3979130

0	0.8099657	1.0387888	0.4130288	0.2790089	0.4196823	0.0385572	0.3334307	0.1666096	0.2175640	0.2212362	0.2151627	0.0461127	0.0476917	0.6351822	0.9607216	0.0203950	0.2054476	0.4881028	0.2240699	0.3860654
50	0.7553734	0.9562691	0.2106756	0.3166803	0.3801175	0.0353763	0.3987075	0.1105814	0.2231429	0.1605332	0.1133505	0.0244176	0.0440757	0.6760283	0.9770864	0.0109540	0.2094962	0.3848253	0.1994191	0.3527443
100	0.7385781	1.1359149	0.1011184	0.3296700	0.3989491	0.0116599	0.3366521	0.0778832	0.1904409	0.1737840	0.0563628	0.0130207	0.0289562	0.6595521	0.9825133	0.0204606	0.2640070	0.4918915	0.2328785	0.3499700
150	0.7903355	1.0688476	0.0473000	0.2626839	0.5202804	0.0016679	0.2762816	0.0326687	0.1299421	0.1502503	0.0249966	0.0054440	0.0472530	0.6311934	1.0706483	0.0198365	0.1692451	0.3879480	0.2332635	0.3926116
200	0.8390983	1.1299762	0.0403262	0.2179780	0.6837470	0.0056774	0.2984826	0.0554143	0.1840095	0.1525649	0.0196538	0.0012388	0.0696843	0.6366093	0.9447019	0.0178075	0.1964015	0.3796904	0.2360633	0.3630132
250	0.8123969	1.0351628	0.0150010	0.2161715	0.8939547	0.0026508	0.3681081	0.0432030	0.1933041	0.1540516	0.0203602	0.0039244	0.0637952	0.7009487	0.9992266	0.0255186	0.1753907	0.3415025	0.2220042	0.4464414
300	0.8045324	1.0787686	0.0000000	0.2721091	1.0796965	0.0033413	0.3947564	0.0695110	0.2084635	0.1578185	0.0140400	0.0033745	0.0429406	0.6500255	1.0499895	0.0211788	0.1781858	0.3837313	0.1680929	0.4243494
350	0.7300930	1.0725800	0.0127537	0.2384472	1.0977915	0.0011536	0.3530719	0.0489517	0.2089056	0.1390421	0.0152625	0.0029132	0.0479015	0.6757757	1.0082036	0.0275080	0.1805510	0.3670189	0.1810242	0.3477251
400	0.7140235	0.9826975	0.0143780	0.2778855	1.0500048	0.0002127	0.2947114	0.0453084	0.1714421	0.1671317	0.0198514	0.0010008	0.0436690	0.6196073	1.0043381	0.0165539	0.2229344	0.3771581	0.1880663	0.3310852
450	0.7667547	0.9449980	0.0194173	0.2714395	0.9732868	0.0053727	0.3241374	0.0856774	0.1470039	0.1995093	0.0145566	0.0002372	0.0341695	0.5423077	1.0884245	0.0282629	0.2554176	0.3640697	0.2227879	0.3730419
500	0.7478056	1.1012597	0.0183527	0.2877510	1.0117243	0.0003025	0.3712415	0.0817922	0.1377735	0.2573584	0.0096130	0.0044887	0.0419291	0.6023204	0.9430032	0.0428296	0.2476640	0.3305098	0.2738107	0.3923685
550	0.8162756	0.9643582	0.2350436	0.2028921	0.7501299	0.0181567	0.3387221	0.0890051	0.2511528	0.1483013	0.0823489	0.0184823	0.0341015	0.5958454	0.9570811	0.0336340	0.1974739	0.3969072	0.2289190	0.3915181
600	0.8349295	0.8919755	0.3801798	0.2159262	0.5534715	0.0546984	0.3920910	0.1054257	0.2512379	0.1617014	0.1170481	0.0166351	0.0472631	0.5399656	0.9387797	0.0318625	0.2128642	0.3612416	0.2025793	0.4682660
650	0.8116758	0.9665684	0.4941077	0.2378995	0.4793426	0.0580745	0.3774648	0.1898630	0.3155091	0.2599656	0.1701042	0.0505505	0.0257483	0.6108815	0.9644827	0.0300797	0.2002399	0.4804964	0.2299137	0.4908597
700	0.8190936	0.9765575	0.4853337	0.3515060	0.4845468	0.0498595	0.3941824	0.1838205	0.2719900	0.3066993	0.1726910	0.0511086	0.0369148	0.6297058	0.9851662	0.0261820	0.2771832	0.5087581	0.2610218	0.5184706
750	0.7284402	0.9966756	0.4722228	0.2797501	0.4086243	0.0355605	0.3418219	0.2047437	0.3400369	0.2266348	0.1867991	0.0463174	0.0263355	0.5901536	0.9784014	0.0323670	0.2815700	0.5688996	0.1851996	0.4670194
800	0.7663577	0.9672380	0.4540969	0.3193620	0.4508777	0.0240033	0.3416558	0.1626042	0.2809409	0.2359619	0.1588547	0.0471844	0.0332223	0.5125027	0.9025816	0.0279359	0.2537280	0.5200020	0.2289623	0.4438371
850	0.7145701	1.0777377	0.5486453	0.3740961	0.4235847	0.0267958	0.2895407	0.2051827	0.1971525	0.2713795	0.2046699	0.0360092	0.0573832	0.4851362	0.8830547	0.0304772	0.2783994	0.5219431	0.2260065	0.4088478
900	0.7315892	1.0259211	0.4737152	0.3103595	0.4288222	0.0191971	0.2851266	0.1817786	0.2326590	0.2145423	0.2085493	0.0450069	0.0497044	0.5787817	1.0203505	0.0145444	0.2560467	0.5313520	0.1977763	0.4176985
950	0.7277846	1.1232572	0.3872921	0.2412874	0.3724245	0.0258277	0.2757056	0.1804888	0.2184168	0.2146481	0.1587887	0.0385378	0.0779253	0.5535208	1.0443787	0.0177932	0.2114134	0.4426429	0.2705630	0.4632305
1000	0.7946825	1.1179561	0.3643591	0.2471082	0.3981700	0.0416595	0.2925744	0.1322557	0.2403632	0.1717278	0.1891508	0.0548320	0.0568993	0.5448321	1.0245554	0.0177098	0.2243775	0.4713307	0.2395805	0.4711226

0	0.8099657	1.0387888	0.4130288	0.2790089	0.4196823	0.0385572	0.3334307	0.1666096	0.2175640	0.2212362	0.2151627	0.0461127	0.0476917	0.6351822	0.9607216	0.0203950	0.2054476	0.4881028	0.2240699	0.3860654
50	0.8448162	1.0627539	0.4591063	0.2065984	0.3607768	0.0790642	0.2729223	0.1135739	0.1438207	0.1890029	0.1277243	0.0261640	0.0367060	0.6576700	0.9320811	0.0220760	0.2072296	0.4476501	0.1758318	0.4189002
100	0.8449254	1.0109666	0.5368619	0.1282974	0.4562327	0.1037729	0.2637755	0.1013049	0.0701502	0.1497473	0.1132368	0.0442152	0.0424495	0.7468961	1.0184936	0.0277432	0.2255712	0.4311407	0.0927924	0.4122927
150	0.8336727	1.0330306	0.4745492	0.0588437	0.4003992	0.2692937	0.4118270	0.1577966	0.0279478	0.1710340	0.0982424	0.0404517	0.0458206	0.9027024	0.9495293	0.0221628	0.1665123	0.3108118	0.0524096	0.4406462
200	0.8313634	1.0927101	0.4673166	0.0293946	0.3705407	0.6167938	0.5484383	0.1759262	0.0086328	0.1846789	0.1073575	0.0418614	0.0478248	0.9351204	0.9338507	0.0114117	0.1859668	0.2470726	0.0493566	0.3947061
250	0.8402572	1.0794187	0.3551831	0.0169781	0.3901090	0.8567597	0.6765658	0.1306705	0.0009160	0.1606671	0.0766979	0.0228381	0.0398800	0.9050970	0.9277478	0.0179918	0.2155152	0.3103664	0.0574589	0.3386340
300	0.8283843	0.9722037	0.4155626	0.0275680	0.3190728	0.9567904	0.7393849	0.1125430	0.0000000	0.2008549	0.1045365	0.0373591	0.0614500	0.9625247	0.9329567	0.0332516	0.2148946	0.2631634	0.0878952	0.3558376
350	0.8688934	1.0439885	0.4257869	0.0290388	0.4521009	1.0213239	0.7605575	0.0736420	0.0000993	0.1743570	0.1254339	0.0320318	0.0314700	0.9603099	0.9139412	0.0200738	0.2054309	0.2902545	0.0966380	0.3566566
400	0.8227372	0.9410178	0.4847299	0.0125735	0.4163003	0.9349171	0.7931458	0.1281637	0.0002427	0.1538141	0.1443127	0.0450556	0.0423504	0.9472344	0.9607802	0.0244854	0.1984485	0.3265857	0.0931668	0.4323402
450	0.8024000	0.8920056	0.4875741	0.0120499	0.4511203	0.9830962	0.7640355	0.1451975	0.0003366	0.2273456	0.1103528	0.0421020	0.0539495	0.9200633	0.9939042	0.0191648	0.2064594	0.3040902	0.0964097	0.4626769
500	0.7610883	1.0047030	0.4897892	0.0340622	0.4218700	0.9479706	0.7615096	0.1333157	0.0017031	0.1747403	0.1087762	0.0412710	0.0636648	0.9115248	0.9459203	0.0272554	0.2657255	0.3105872	0.0967416	0.4528886
550	0.7987736	0.9212341	0.5019780	0.1134694	0.4311259	0.9246093	0.8932581	0.1822587	0.1396769	0.2037507	0.1712970	0.0458755	0.0787190	0.8833284	0.9804313	0.0278943	0.2900167	0.3574907	0.1896911	0.4010710
600	0.7504509	0.9515247	0.5295151	0.2774069	0.3944392	0.6477860	0.8022374	0.1933085	0.2491252	0.2080291	0.2306859	0.0562555	0.0450166	0.7929155	0.9857030	0.0151601	0.3105585	0.3997862	0.2175446	0.4118983
650	0.7034091	0.9171901	0.5985782	0.3264722	0.3483241	0.2906719	0.5540160	0.2564681	0.2820371	0.2382842	0.2007994	0.0524042	0.0705443	0.6987465	1.0477390	0.0096291	0.2651521	0.3918243	0.1978445	0.3981663
700	0.6900138	0.8971030	0.5528161	0.3300730	0.3691190	0.1385611	0.4393991	0.2397197	0.2312904	0.1485542	0.1980583	0.0390368	0.0660876	0.6113835	0.9668856	0.0082917	0.2878727	0.4174235	0.2650322	0.4340039
750	0.7297806	0.9171278	0.5479532	0.4108284	0.4784724	0.0696844	0.3897873	0.2782980	0.2314915	0.2095624	0.1509986	0.0323493	0.0578385	0.6049374	0.9459190	0.0056629	0.3498611	0.4688975	0.3306457	0.4172797
800	0.7481836	1.0324471	0.6212792	0.3565531	0.4679416	0.0196785	0.2592538	0.2836858	0.2801232	0.2114476	0.1384853	0.0576772	0.0507561	0.5932285	0.9993969	0.0050223	0.2748211	0.5204347	0.2821208	0.3909443
850	0.7812830	1.0944516	0.5090316	0.2849257	0.3097640	0.0139512	0.3008268	0.3201096	0.2174464	0.1905982	0.1914961	0.0454532	0.0234757	0.6227248	1.0329580	0.0134949	0.2753648	0.5695666	0.2472824	0.4148535
900	0.7563872	1.0718982	0.4076780	0.2646973	0.3275215	0.0431549	0.3084442	0.2352102	0.2170993	0.1664814	0.1708641	0.0644268	0.0411041	0.5801042	1.0184929	0.0226293	0.1284500	0.5022160	0.1791069	0.3721589
950	0.7867544	1.0122094	0.3802421	0.2234296	0.3556591	0.0820779	0.3554643	0.1484993	0.2094443	0.1440157	0.1987015	0.0544253	0.0387153	0.5281553	1.0311517	0.0247890	0.2070242	0.4693992	0.1783781	0.3257630
1000	0.7051867	0.9000304	0.3999179	0.2653444	0.4719765	0.0950135	0.3863214	0.1575320	0.2576140	0.1625199	0.1829582	0.0345546	0.0492008	0.5669926	1.0347715	0.0114644	0.2470233	0.3993441	0.2359246	0.4023710

0	0.8099657	1.0387888	0.4130288	0.2790089	0.4196823	0.0385572	0.3334307	0.1666096	0.2175640	0.2212362	0.2151627	0.0461127	0.0476917	0.6351822	0.9607216	0.0203950	0.2054476	0.4881028	0.2240699	0.3860654
50	0.8752611	0.9731673	0.3776132	0.3167830	0.3838383	0.0326070	0.2953718	0.2059724	0.1487260	0.2213643	0.2247322	0.0379358	0.0382420	0.7077818	0.9292467	0.0349348	0.2059566	0.3670004	0.1577221	0.4151645
100	0.8055995	1.0302505	0.4479848	0.3275002	0.3387566	0.0401025	0.3010439	0.1933970	0.0679512	0.2054831	0.2072917	0.0381761	0.0509627	0.8326644	0.9687608	0.0250601	0.1968703	0.2765268	0.1104797	0.4035223
150	0.8616082	1.0166995	0.3791139	0.2741292	0.3917173	0.0451460	0.2944145	0.1781175	0.0373224	0.1951866	0.2014084	0.0369998	0.0338222	0.8491204	1.0706869	0.0254337	0.2418504	0.2099827	0.0887769	0.4040682
200	0.7736780	1.0099156	0.4461820	0.2603517	0.3230786	0.0500832	0.3064048	0.1333826	0.0287885	0.1885131	0.2050919	0.0298585	0.0375314	0.8353426	1.0534499	0.0208424	0.2362179	0.1482599	0.0877435	0.4225053
250	0.8365401	1.0615965	0.5043653	0.2759150	0.3238180	0.0732656	0.2896000	0.0979458	0.0205213	0.1845930	0.2055686	0.0382979	0.0459112	0.8466719	0.9790607	0.0244564	0.2546646	0.1193496	0.1122383	0.3814641
300	0.8036755	0.9830895	0.5239972	0.2838101	0.3497768	0.0605951	0.3456681	0.1831179	0.0061194	0.1950227	0.1676954	0.0486317	0.0377269	1.0196480	0.9939636	0.0294655	0.2200699	0.1261925	0.0548401	0.4186263
350	0.8477075	0.9898027	0.5362777	0.2966682	0.3637741	0.0741816	0.2944728	0.2167665	0.0141831	0.1653603	0.1641455	0.0395737	0.0384334	1.0036335	0.9176863	0.0247360	0.1923386	0.1007709	0.1049284	0.4247686
400	0.8038395	1.1485733	0.4587039	0.2701207	0.3904610	0.0421509	0.3010671	0.1532979	0.0132135	0.1452075	0.1927181	0.0496442	0.0135705	1.0150558	0.9900647	0.0250860	0.2564916	0.1114886	0.1103636	0.3905873
450	0.7653089	1.0040504	0.3681559	0.2388921	0.3371417	0.0491151	0.3320280	0.1545338	0.0383677	0.1646332	0.2255078	0.0489070	0.0315297	0.9680799	1.0114570	0.0250592	0.2127952	0.1123309	0.0974268	0.4173602
500	0.8141911	0.9981206	0.3328280	0.2210906	0.4110396	0.0571336	0.2859600	0.1355118	0.0188143	0.1567185	0.2413440	0.0376192	0.0464404	0.9283515	1.0586734	0.0286382	0.2411224	0.0972336	0.1105333	0.4024576
550	0.7922126	0.9787106	0.4112830	0.3225043	0.3813873	0.0803532	0.3232364	0.1342328	0.1134961	0.1499411	0.1263209	0.0312001	0.0412012	0.8408844	0.9966310	0.0193805	0.2506969	0.2010600	0.1476975	0.4283494
600	0.8296190	1.0506874	0.5179588	0.2790581	0.3058627	0.0688653	0.3136238	0.1755092	0.1981038	0.1951269	0.1490840	0.0389207	0.0610910	0.7043268	0.9423091	0.0273411	0.2462080	0.3065049	0.1558993	0.4099042
650	0.8618040	1.0054867	0.5078069	0.2814028	0.4035759	0.0593674	0.2644315	0.1701618	0.1919142	0.2211850	0.1642486	0.0522580	0.0396664	0.5426193	0.9675790	0.0224821	0.2237139	0.3644981	0.1113718	0.3752219
700	0.8769059	1.0306855	0.4904989	0.2489995	0.3757020	0.0374696	0.2451868	0.1681441	0.2134964	0.2070937	0.1766398	0.0407218	0.0237816	0.5552399	0.9043930	0.0161582	0.2007492	0.4510068	0.1460320	0.3889364
750	0.8566724	1.0315388	0.4247498	0.3058437	0.4626735	0.0447485	0.3131091	0.2164450	0.2214556	0.1930313	0.1485432	0.0235133	0.0256903	0.5284886	0.8762148	0.0136077	0.2793642	0.4587345	0.1362835	0.3889716
800	0.8268638	1.0426527	0.4508063	0.2584808	0.4149137	0.0375664	0.3229045	0.1615370	0.2943288	0.1953762	0.1710484	0.0424864	0.0375790	0.5607188	0.9660564	0.0315412	0.2446056	0.4075711	0.1719629	0.4026804
850	0.8717504	1.0529619	0.4307226	0.3110761	0.3953486	0.0505644	0.3966936	0.1865364	0.3240087	0.2223283	0.2046279	0.0583030	0.0271698	0.5494148	0.8800522	0.0235031	0.1894617	0.4910557	0.2219326	0.4322396
900	0.8178149	1.0143354	0.4748328	0.2758656	0.4606377	0.0758904	0.3379691	0.1875285	0.2583232	0.1569702	0.2003162	0.0501479	0.0464224	0.5946364	0.8384921	0.0323993	0.2111779	0.4854935	0.2772135	0.4185967
950	0.7350390	0.9694160	0.4589386	0.2965424	0.3927330	0.0570666	0.3470581	0.2045772	0.2259632	0.1929507	0.2371894	0.0467598	0.0701340	0.5744813	0.9139360	0.0303763	0.2842450	0.4321586	0.2477776	0.3854600
1000	0.7608563	0.9993000	0.4889769	0.3053284	0.3478075	0.0415614	0.2889231	0.2041553	0.2076289	0.1942560	0.2278841	0.0439055	0.0564243	0.5801530	1.0011243	0.0300919	0.2604897	0.4944756	0.2509876	0.3940453

0	0.8099657	1.0387888	0.4130288	0.2790089	0.4196823	0.0385572	0.3334307	0.1666096	0.2175640	0.2212362	0.2151627	0.0461127	0.0476917	0.6351822	0.9607216	0.0203950	0.2054476	0.4881028	0.2240699	0.3860654
50	0.8234558	0.7102608	0.4944143	0.3296864	0.3907271	0.0709336	0.3676102	0.1770143	0.1908047	0.2455348	0.2463979	0.0269581	0.0419931	0.5313574	0.9842163	0.0174288	0.2573101	0.4641505	0.2512346	0.3846434
100	0.6565151	0.3980845	0.6462186	0.4909424	0.5185945	0.0456894	0.3691349	0.2170867	0.1769852	0.3864543	0.2787239	0.0431121	0.0257181	0.4840900	0.9960407	0.0063485	0.4448960	0.4934942	0.5830531	0.4761948
150	0.4192920	0.2614014	0.7837145	0.7768791	0.7057093	0.0335937	0.4929459	0.4504878	0.1248394	0.5677713	0.3862449	0.0635566	0.0171503	0.3981716	0.8017743	0.0044735	0.6318387	0.6433902	0.7462257	0.6272522
200	0.2370998	0.2052411	0.9339028	0.9639337	0.7902913	0.0392043	0.6024705	0.6843999	0.1362471	0.8152869	0.4767865	0.1509394	0.0511250	0.2748519	0.5213690	0.0310475	0.7774990	0.7179426	0.8134054	0.7409668
250	0.1573127	0.1723300	0.9077985	1.0309633	0.7949122	0.0143001	0.6566016	0.7636027	0.1713748	0.8142940	0.6502273	0.2291960	0.0468866	0.1884792	0.3701563	0.0922984	0.9050903	0.7417990	0.9319786	0.8466073
300	0.0883701	0.1679781	0.8595342	1.0476405	0.7790134	0.0209340	0.7124746	0.8055250	0.2258366	0.8049579	0.7742244	0.2389482	0.0360481	0.1328632	0.2695010	0.1890468	1.0163802	0.8748348	0.9146844	0.8051753
350	0.0647660	0.1650055	0.8980996	0.9825387	0.7452892	0.0214523	0.8122233	0.8842431	0.2459933	0.8632046	0.7948337	0.2392981	0.0260778	0.1149974	0.2371745	0.1628209	0.9492972	0.8292314	1.0595497	0.8441567
