xylR	arcA	lldR	betI	lldD	betT	betA	lldP	betB	ydeA	puuR	puuD	fadJ	appA	ackA	puuA	hybD	rpsJ	ssb	rplC
0.0	0.0	0.0	-0.5574384490028024	-0.10516952071338892	-0.6481391268316656	-0.16379093867726624	-0.6507128055673093	0.0	0.0	0.0	0.0	0.0	0.3856173679965146	0.311918081350239	-0.7256899394560605	0.0	0.0	0.0	-0.922208548989147
0.0	0.0	0.0	-0.15630098711699247	-0.25537627981975675	0.0	-0.5655033229850233	-0.4414632215630263	0.0	0.0	-0.653809190262109	-0.7860388797707856	0.0	0.0	0.8885714144982267	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	-0.404969873605296	0.0	-0.9500662698410451	0.0	0.0	-0.11318738060072064	-0.9986116623040289	-0.7385191491339356	-0.8222773321904242	0.0	0.5199530682131518	-0.9319204785861075	0.0	-0.17840595869347453	0.0	0.0
0.0	-0.525067298207432	0.0	0.0	-0.7387299337424338	0.0	-0.5094559788703918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.011692810237793248	0.0	-0.029046755749732256	0.0	-0.6256986579392105	0.0
0.3036361011868244	0.0	0.0	0.0	0.0	-0.11439990904182196	0.0	-0.952081645373255	-0.031503150472417474	0.0	-0.65840671537444	0.0	0.0	0.9583956676802196	0.0	0.0	0.0	-0.133604807080701	0.0	-0.6595332392025739
0.0	0.0	0.0	0.0	-0.5617039080243558	0.0	-0.5406513910274953	-0.007272487273439765	0.0	0.0	-0.44545212225057185	-0.06480340356938541	-0.017155599081888795	0.0	0.5096806824277956	0.0	0.0	0.0	0.0	0.0
0.0	-0.3140940743032843	0.0	0.0	0.0	0.0	-0.31675438792444766	0.0	0.0	-0.3603988259565085	0.0	0.0	0.0	0.0	0.5073666540976484	0.0	0.0	-0.02262672339566052	0.0	-0.934468992985785
0.0	0.0	0.0	0.0	0.0	-0.2922610838431865	0.0	0.0	0.0	-0.15495383692905307	0.0	0.0	0.0	0.6206829394946404	0.7509438238177318	-0.7096575880423188	0.0	0.0	0.0	-0.4996536341495812
0.0	0.0	0.0	0.0	0.0	0.0	-0.4061162150464952	-0.126145803835243	0.0	0.0	-0.8162989707197994	-0.45040915557183325	0.0	0.0	0.0	-0.078167456202209	0.0	0.0	0.0	-0.09266500337980688
0.4069587307708239	0.0	-0.9160684705711901	0.0	0.0	0.0	0.0	0.0	-0.3831836658064276	0.0	0.0	0.0	0.0	0.0	0.19759116844049282	0.0	-0.5322579422499985	0.0	0.0	0.0
0.9369779430521553	0.0	0.0	-0.7551635215058923	0.0	0.0	-0.662040347000584	-0.39744417113251984	0.0	0.0	0.0	-0.5598406880162656	0.0	0.9224707710823573	0.0	0.0	0.0	0.0	-0.6352164736017585	0.0
0.0	-0.970713569317013	0.0	0.0	0.0	0.0	-0.7251926178578287	-0.15489900158718228	0.0	0.0	-0.12338475743308663	0.0	0.0	0.24316525396765842	0.0	-0.10822409926913679	0.0	-0.8971381024457514	0.0	-0.9017826137132943
0.4777779508108174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.5261270767077804	-0.020566959399729967	-0.14877522853203118	0.0	0.0	0.445532370664791	0.0	-0.36679963301867247	0.0	0.0	-0.40653330180794	-0.41021794243715703
0.3351915153866535	0.0	0.0	-0.806136348284781	0.0	0.0	0.0	0.0	0.0	0.0	-0.26650151470676064	0.0	-0.811691218521446	0.39352860751436725	0.0	0.0	0.0	0.0	0.0	0.0
0.0	-0.8440316671039909	0.0	-0.3504367573186755	0.0	0.0	0.0	-0.7198730441741645	-0.9721992153208703	0.0	0.0	-0.4541873657144606	0.0	0.0	0.1955919010635335	-0.9245920553803444	0.0	0.0	-0.0025784350000321865	0.0
0.0	-0.5881447601132095	0.0	-0.5050988672301173	-0.7100537761580199	0.0	0.0	0.0	0.0	-0.2525223889388144	0.0	-0.4270878694951534	0.0	0.0	0.0	0.0	-0.1223244434222579	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.04064389364793897	-0.8456069296225905	0.0	0.0	0.6133911070215113	0.27770975800937603	-0.9110771561972797	-0.29550833138637245	0.0	0.0	0.0
0.0	0.0	-0.11254879320040345	-0.755538740195334	-0.6818631913047284	0.0	-0.5321518911514431	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.009122715564444661	0.0
0.0	0.0	0.0	-0.01962044509127736	0.0	0.0	0.0	0.0	0.0	-0.17677884129807353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.15830605500377715	-0.6720285259652883
0.0	0.0	0.0	0.0	0.0	0.0	-0.02100039809010923	0.0	-0.029135552467778325	0.0	-0.5445072613656521	0.0	0.0	0.0	0.0	0.0	0.0	-0.3822597386315465	-0.6473862607963383	0.0
0.0	0.0	0.0	0.0	-0.6735557396896183	0.0	0.0	0.0	0.0	0.0	0.0	-0.6058538833167404	0.0	0.55483791402416	0.3796661937214304	-0.7140672444365919	0.0	-0.7591590066440403	0.0	-0.763104555895552
0.0	0.0	-0.8834969154559076	-0.10468602296896279	0.0	-0.8344937823712826	0.0	0.0	0.0	0.0	0.0	-0.5747068100608885	-0.21575304865837097	0.701248870304466	0.8413715417101849	0.0	-0.2935324620921165	0.0	-0.41076371492818	0.0
0.0	0.0	-0.8633275346364826	0.0	0.0	0.0	0.0	-0.753609410719946	0.0	0.0	0.0	0.0	-0.4730163107160479	0.8665616922813065	0.6092491111323107	0.0	-0.8133412397000939	-0.9265460465103388	0.0	0.0
0.7556281763786351	0.0	0.0	0.0	0.0	0.0	-0.8520555947907269	0.0	0.0	0.0	0.0	-0.043102063704282045	-0.8338968467433006	0.0	0.0	0.0	-0.5594943219330162	-0.723426831420511	0.0	-0.6950594037771225
0.0	0.0	0.0	-0.4997369234915823	0.0	0.0	-0.24406460975296795	0.0	0.0	0.0	-0.985620258608833	-0.9428622652776539	-0.9329772961791605	0.0	0.52688478828183	-0.3650480820797384	0.0	0.0	-0.1943039381876588	-0.7368169235996902
0.0	-0.4092081352137029	-0.29119671205990016	-0.47903565783053637	-0.15797315165400505	0.0	0.0	-0.45985272340476513	0.0	0.0	0.0	0.0	-0.5182027539703995	0.0	0.09005583343802578	0.0	-0.4367918374482542	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	-0.22868282767012715	-0.012148029869422317	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6205070128198713	-0.2491953237913549	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.4488259230274707	-0.026450882432982326	-0.647941093891859	0.0	0.0
0.5523375238949334	-0.19917559623718262	-0.3175891195423901	0.0	0.0	0.0	0.0	-0.8743028112221509	0.0	0.0	-0.9559986835811287	-0.04970714100636542	-0.7205810893792659	0.4883085282786347	0.0	-0.22301525040529668	-0.3425071220844984	-0.09337612823583186	-0.7954379704315215	-0.946174142183736
0.0	0.0	0.0	0.0	-0.018230682937428355	0.0	0.0	0.0	-0.7028772595804185	0.0	0.0	-0.5354250941891223	-0.7680646129883826	0.14041132999458983	0.0	0.0	0.0	-0.5058825102169067	0.0	-0.2642868193797767
0.0	-0.14352056221105158	0.0	0.0	0.0	-0.16468096151947975	-0.11225478746928275	-0.9054518179036677	0.0	0.0	0.0	0.0	-0.9182464007753879	0.0	0.0	0.0	-0.29365379782393575	0.0	0.0	0.0
0.0	-0.10887255845591426	0.0	-0.03125264961272478	0.0	0.0	-0.36817560135386884	0.0	-0.2117120628245175	0.0	-0.24063180410303175	0.0	0.0	0.0	0.0	0.0	-0.7562702770810574	-0.7918998824898154	0.0	0.0
0.0	-0.5176735220011324	0.0	0.0	0.0	0.0	0.0	-0.17687360802665353	-0.14884547353722155	0.0	0.0	0.0	-0.6965731761883944	0.0	0.06472564498669095	-0.6987778428010643	-0.3020616720896214	0.0	0.0	0.0
0.0	-0.8527616180945188	0.0	-0.4575277720578015	-0.9119225644972175	-0.01897768070921302	0.0	0.0	0.0	0.0	-0.11310342256911099	0.0	0.0	0.0	0.8558097675979007	0.0	0.0	0.0	-0.9682267534080893	-0.5052470245864242
0.0	0.0	0.0	0.0	0.0	0.0	-0.6774603887461126	0.0	0.0	0.0	0.0	-0.01671017217449844	0.0	0.0	0.0	0.0	0.0	-0.6033963514491916	-0.40880022034980357	0.0
0.0	0.0	0.0	-0.12160458834841847	-0.8188035690691322	0.0	-0.3571778913028538	0.0	0.0	0.0	0.0	-0.03475640993565321	0.0	0.7404770097496517	0.0	0.0	-0.2237097134348005	-0.07666363846510649	-0.9311891729012132	0.0
0.35244020621347183	0.0	-0.8160567716695368	-0.6714290033560246	0.0	0.0	0.0	-0.9703639748040587	0.0	0.0	0.0	-0.9399719482753426	0.0	0.3213732851004757	0.0	0.0	0.0	0.0	0.0	0.0
-0.038279042932587305	-0.9796148857567459	0.0	0.0	0.0	-0.43574764067307115	0.0	-0.23845352418720722	0.0	0.0	-0.6978907918091863	0.0	0.0	0.6641640850144036	0.7368032621290405	0.0	-0.15778456162661314	-0.2850346155464649	-0.6364841635804623	0.0
